website,datetime,hop,vpn,ip,speed1,speed2,speed3
shopee.sg,2023-10-09 01:29:49,8.1,malaysia,143.92.108.174,62.519,,
shopee.sg,2023-10-09 01:29:49,8.2,malaysia,143.92.108.164,127.153,,
shopee.sg,2023-10-09 01:29:49,9,malaysia,143.92.108.187,104.710,,
shopee.sg,2023-10-09 01:29:49,9.1,malaysia,143.92.108.161,48.766,,
shopee.sg,2023-10-09 01:29:49,9.2,malaysia,143.92.108.191,96.862,,
shopee.my,2023-10-09 01:30:30,2,malaysia,173.239.236.124,51.312,157.626,48.691
shopee.my,2023-10-09 01:30:30,3,malaysia,185.156.45.94,56.854,98.821,206.333
shopee.my,2023-10-09 01:30:30,4,malaysia,138.199.0.221,103.891,,
shopee.my,2023-10-09 01:30:30,4.1,malaysia,138.199.0.223,103.103,,
shopee.my,2023-10-09 01:30:30,4.2,malaysia,138.199.0.221,138.766,,
shopee.my,2023-10-09 01:30:30,5,malaysia,37.19.192.191,67.211,99.183,113.493
shopee.my,2023-10-09 01:30:30,6,malaysia,203.116.31.70,93.520,52.692,
shopee.my,2023-10-09 01:30:30,7,malaysia,143.92.96.48,207.149,54.379,145.896
shopee.my,2023-10-09 01:30:30,8,malaysia,143.92.108.158,55.984,,
shopee.my,2023-10-09 01:30:30,8.1,malaysia,143.92.108.154,50.542,,
shopee.my,2023-10-09 01:30:30,8.2,malaysia,143.92.108.158,265.709,,
shopee.my,2023-10-09 01:30:30,9,malaysia,143.92.108.159,56.592,,
shopee.my,2023-10-09 01:30:30,9.1,malaysia,143.92.108.153,102.190,,
shopee.my,2023-10-09 01:30:30,9.2,malaysia,143.92.108.155,55.530,,
shopee.ph,2023-10-09 01:31:16,2,malaysia,173.239.236.124,80.094,,
shopee.ph,2023-10-09 01:31:16,2.1,malaysia,173.239.236.125,171.996,,
shopee.ph,2023-10-09 01:31:16,2.2,malaysia,173.239.236.124,189.969,,
shopee.ph,2023-10-09 01:31:16,3,malaysia,185.156.45.94,102.256,,
shopee.ph,2023-10-09 01:31:16,3.1,malaysia,185.156.45.96,208.718,,
shopee.ph,2023-10-09 01:31:16,3.2,malaysia,185.156.45.100,67.820,,
shopee.ph,2023-10-09 01:31:16,4,malaysia,138.199.0.221,53.180,82.377,
shopee.ph,2023-10-09 01:31:16,4.1,malaysia,138.199.0.223,104.351,,
shopee.ph,2023-10-09 01:31:16,5,malaysia,37.19.192.191,108.264,93.098,102.617
shopee.ph,2023-10-09 01:31:16,6,malaysia,203.116.31.70,360.710,66.202,89.443
shopee.ph,2023-10-09 01:31:16,7,malaysia,143.92.96.48,81.449,,
shopee.ph,2023-10-09 01:31:16,7.1,malaysia,143.92.96.52,79.272,,
shopee.ph,2023-10-09 01:31:16,7.2,malaysia,143.92.96.48,104.959,,
shopee.ph,2023-10-09 01:31:16,8,malaysia,143.92.108.186,51.542,,
shopee.ph,2023-10-09 01:31:16,8.1,malaysia,143.92.108.164,200.098,,
shopee.ph,2023-10-09 01:31:16,8.2,malaysia,143.92.108.162,96.305,,
shopee.ph,2023-10-09 01:31:16,9,malaysia,143.92.108.173,63.296,,
shopee.ph,2023-10-09 01:31:16,9.1,malaysia,143.92.108.181,148.535,,
shopee.ph,2023-10-09 01:31:16,9.2,malaysia,143.92.108.187,54.138,,
shopee.co.id,2023-10-09 01:31:55,2,malaysia,173.239.236.125,94.175,48.423,
shopee.co.id,2023-10-09 01:31:55,2.1,malaysia,173.239.236.124,139.981,,
shopee.co.id,2023-10-09 01:31:55,3,malaysia,185.156.45.100,173.238,51.978,
shopee.co.id,2023-10-09 01:31:55,3.1,malaysia,185.156.45.98,144.116,,
shopee.co.id,2023-10-09 01:31:55,4,malaysia,138.199.0.223,57.569,,
shopee.co.id,2023-10-09 01:31:55,4.1,malaysia,138.199.0.221,49.122,,
shopee.co.id,2023-10-09 01:31:55,4.2,malaysia,138.199.0.223,54.348,,
shopee.co.id,2023-10-09 01:31:55,5,malaysia,37.19.192.191,75.571,62.337,112.136
shopee.co.id,2023-10-09 01:31:55,6,malaysia,203.116.31.70,70.615,48.419,179.798
shopee.co.id,2023-10-09 01:31:55,7,malaysia,143.92.96.48,103.896,52.592,60.667
shopee.co.id,2023-10-09 01:31:55,8,malaysia,143.92.108.160,55.637,,
shopee.co.id,2023-10-09 01:31:55,8.1,malaysia,143.92.108.174,50.644,52.332,
shopee.co.id,2023-10-09 01:31:55,9,malaysia,143.92.108.161,49.551,,
shopee.co.id,2023-10-09 01:31:55,9.1,malaysia,143.92.108.189,53.656,,
shopee.co.id,2023-10-09 01:31:55,9.2,malaysia,143.92.108.165,61.045,,
shopee.com,2023-10-09 01:32:39,2,malaysia,173.239.236.125,103.170,,
shopee.com,2023-10-09 01:32:39,2.1,malaysia,173.239.236.124,101.833,,
shopee.com,2023-10-09 01:32:39,2.2,malaysia,173.239.236.125,57.432,,
shopee.com,2023-10-09 01:32:39,3,malaysia,185.156.45.100,45.558,69.039,
shopee.com,2023-10-09 01:32:39,3.1,malaysia,185.156.45.96,48.721,,
shopee.com,2023-10-09 01:32:39,4,malaysia,138.199.0.221,53.636,,
shopee.com,2023-10-09 01:32:39,4.1,malaysia,138.199.0.223,51.322,,
shopee.com,2023-10-09 01:32:39,4.2,malaysia,138.199.0.221,139.152,,
shopee.com,2023-10-09 01:32:39,5,malaysia,37.19.192.191,47.169,52.372,52.621
shopee.com,2023-10-09 01:32:39,6,malaysia,203.116.31.70,52.013,46.788,60.720
shopee.com,2023-10-09 01:32:39,7,malaysia,143.92.96.48,61.360,,
shopee.com,2023-10-09 01:32:39,7.1,malaysia,143.92.96.52,61.258,77.701,
shopee.com,2023-10-09 01:32:39,8,malaysia,143.92.108.154,76.369,53.038,
shopee.com,2023-10-09 01:32:39,8.1,malaysia,143.92.108.156,68.955,,
shopee.com,2023-10-09 01:32:39,9,malaysia,143.92.108.159,62.307,,
shopee.com,2023-10-09 01:32:39,9.1,malaysia,143.92.108.155,62.436,,
shopee.com,2023-10-09 01:32:39,9.2,malaysia,143.92.108.153,64.293,,
shopee.co.th,2023-10-09 01:33:22,2,malaysia,173.239.236.124,53.799,,
shopee.co.th,2023-10-09 01:33:22,2.1,malaysia,173.239.236.125,151.506,73.547,
shopee.co.th,2023-10-09 01:33:22,3,malaysia,185.156.45.100,191.800,46.747,
shopee.co.th,2023-10-09 01:33:22,3.1,malaysia,185.156.45.96,46.081,,
shopee.co.th,2023-10-09 01:33:22,4,malaysia,138.199.0.221,101.341,148.706,52.051
shopee.co.th,2023-10-09 01:33:22,5,malaysia,185.229.189.103,134.548,97.289,69.022
shopee.co.th,2023-10-09 01:33:22,6,malaysia,119.31.0.132,157.374,,
shopee.co.th,2023-10-09 01:33:22,6.1,malaysia,119.31.0.71,77.360,,
shopee.co.th,2023-10-09 01:33:22,6.2,malaysia,49.231.69.71,103.235,,
shopee.co.th,2023-10-09 01:33:22,7,malaysia,49.231.71.76,73.671,,
shopee.co.th,2023-10-09 01:33:22,7.1,malaysia,119.31.0.111,79.094,,
shopee.co.th,2023-10-09 01:33:22,7.2,malaysia,49.231.70.173,108.697,,
shopee.co.th,2023-10-09 01:33:22,8,malaysia,49.231.71.188,79.825,,
shopee.co.th,2023-10-09 01:33:22,10,malaysia,202.170.118.242,79.749,76.770,
shopee.vn,2023-10-09 01:34:04,2,malaysia,173.239.236.125,96.441,181.587,204.575
shopee.vn,2023-10-09 01:34:04,3,malaysia,185.156.45.98,46.982,,
shopee.vn,2023-10-09 01:34:04,3.1,malaysia,185.156.45.100,103.317,45.823,
shopee.vn,2023-10-09 01:34:04,4,malaysia,138.199.0.221,111.253,103.059,
shopee.vn,2023-10-09 01:34:04,4.1,malaysia,138.199.0.223,103.986,,
shopee.vn,2023-10-09 01:34:04,5,malaysia,37.19.192.191,100.848,102.894,306.358
shopee.vn,2023-10-09 01:34:04,6,malaysia,203.116.31.70,60.207,51.810,92.966
shopee.vn,2023-10-09 01:34:04,7,malaysia,143.92.96.52,49.061,49.884,47.960
shopee.vn,2023-10-09 01:34:04,8,malaysia,143.92.108.168,62.549,,
shopee.vn,2023-10-09 01:34:04,8.1,malaysia,143.92.108.180,51.928,,
shopee.vn,2023-10-09 01:34:04,8.2,malaysia,143.92.108.190,53.340,,
shopee.vn,2023-10-09 01:34:04,9,malaysia,143.92.108.185,60.402,,
shopee.vn,2023-10-09 01:34:04,9.1,malaysia,143.92.108.179,57.392,,
shopee.vn,2023-10-09 01:34:04,9.2,malaysia,143.92.108.189,56.015,,
shopee.cn,2023-10-09 01:35:23,2,malaysia,173.239.236.124,52.775,,
shopee.cn,2023-10-09 01:35:23,2.1,malaysia,173.239.236.125,57.539,54.633,
shopee.cn,2023-10-09 01:35:23,3,malaysia,185.156.45.94,48.748,,
shopee.cn,2023-10-09 01:35:23,3.1,malaysia,185.156.45.98,65.127,,
shopee.cn,2023-10-09 01:35:23,3.2,malaysia,185.156.45.94,47.094,,
shopee.cn,2023-10-09 01:35:23,4,malaysia,116.51.27.121,49.243,96.200,51.504
shopee.cn,2023-10-09 01:35:23,5,malaysia,129.250.2.96,47.038,,
shopee.cn,2023-10-09 01:35:23,6,malaysia,129.250.4.74,95.519,,
shopee.cn,2023-10-09 01:35:23,7,malaysia,129.250.6.94,89.476,,
shopee.cn,2023-10-09 01:35:23,7.1,malaysia,129.250.2.169,138.491,113.580,
shopee.cn,2023-10-09 01:35:23,8,malaysia,203.131.241.82,102.392,101.252,101.759
shopee.cn,2023-10-09 01:35:23,9,malaysia,129.250.2.195,96.760,,
shopee.cn,2023-10-09 01:35:23,9.1,malaysia,223.120.2.117,152.766,,
shopee.cn,2023-10-09 01:35:23,10,malaysia,223.120.2.102,244.121,,
shopee.cn,2023-10-09 01:35:23,10.1,malaysia,223.120.2.86,241.749,,
shopee.cn,2023-10-09 01:35:23,10.2,malaysia,223.120.2.102,283.657,,
shopee.cn,2023-10-09 01:35:23,11,malaysia,221.183.55.82,261.908,291.631,
shopee.cn,2023-10-09 01:35:23,11.1,malaysia,203.131.241.82,183.921,,
shopee.cn,2023-10-09 01:35:23,12,malaysia,223.120.2.117,101.604,,
shopee.cn,2023-10-09 01:35:23,12.1,malaysia,221.183.92.21,266.709,,
shopee.cn,2023-10-09 01:35:23,12.2,malaysia,223.120.2.117,160.590,,
shopee.cn,2023-10-09 01:35:23,13,malaysia,221.183.89.242,261.293,,
shopee.cn,2023-10-09 01:35:23,15,malaysia,120.241.50.74,271.792,,
shopee.cn,2023-10-09 01:35:23,15.1,malaysia,120.241.48.214,298.450,,
shopee.cn,2023-10-09 01:35:23,15.2,malaysia,120.241.51.202,269.092,,
shopee.cn,2023-10-09 01:35:23,18,malaysia,120.241.50.150,324.990,,
shopback.sg,2023-10-09 01:35:30,2,malaysia,173.239.236.124,64.048,84.356,51.360
shopback.sg,2023-10-09 01:35:30,3,malaysia,185.156.45.94,136.587,,
shopback.sg,2023-10-09 01:35:30,3.1,malaysia,185.156.45.96,52.058,,
shopback.sg,2023-10-09 01:35:30,3.2,malaysia,185.156.45.94,65.548,,
shopback.sg,2023-10-09 01:35:30,4,malaysia,138.199.0.221,47.235,,
shopback.sg,2023-10-09 01:35:30,4.1,malaysia,138.199.0.223,55.765,,
shopback.sg,2023-10-09 01:35:30,4.2,malaysia,138.199.0.221,49.431,,
shopback.sg,2023-10-09 01:35:30,5,malaysia,45.134.215.21,56.108,47.662,62.398
shopback.sg,2023-10-09 01:35:30,6,malaysia,162.158.168.4,91.226,80.741,
shopback.sg,2023-10-09 01:35:30,6.1,malaysia,162.158.116.5,50.009,,
shopback.sg,2023-10-09 01:35:30,7,malaysia,172.67.70.227,77.247,99.813,45.453
shopback.my,2023-10-09 01:35:43,2,malaysia,173.239.236.124,48.700,,
shopback.my,2023-10-09 01:35:43,2.1,malaysia,173.239.236.125,83.549,46.529,
shopback.my,2023-10-09 01:35:43,3,malaysia,185.156.45.94,96.515,,
shopback.my,2023-10-09 01:35:43,3.1,malaysia,185.156.45.100,101.375,101.220,
shopback.my,2023-10-09 01:35:43,4,malaysia,138.199.0.223,122.983,137.562,
shopback.my,2023-10-09 01:35:43,5,malaysia,45.134.215.21,94.273,74.358,
shopback.my,2023-10-09 01:35:43,6,malaysia,172.70.140.5,57.902,,
shopback.my,2023-10-09 01:35:43,6.1,malaysia,162.158.104.5,63.519,,
shopback.my,2023-10-09 01:35:43,6.2,malaysia,162.158.39.5,58.742,,
shopback.my,2023-10-09 01:35:43,7,malaysia,172.67.74.154,51.016,49.712,51.731
shopback.ph,2023-10-09 01:35:48,2,malaysia,173.239.236.125,62.422,,
shopback.ph,2023-10-09 01:35:48,2.1,malaysia,173.239.236.124,48.937,164.427,
shopback.ph,2023-10-09 01:35:48,3,malaysia,185.156.45.94,76.293,,
shopback.ph,2023-10-09 01:35:48,3.1,malaysia,185.156.45.98,72.689,,
shopback.ph,2023-10-09 01:35:48,3.2,malaysia,185.156.45.94,142.865,,
shopback.ph,2023-10-09 01:35:48,4,malaysia,138.199.0.221,155.582,53.900,
shopback.ph,2023-10-09 01:35:48,4.1,malaysia,138.199.0.223,55.818,,
shopback.ph,2023-10-09 01:35:48,5,malaysia,45.134.215.21,48.115,52.746,50.193
shopback.ph,2023-10-09 01:35:48,6,malaysia,162.158.160.55,51.895,,
shopback.ph,2023-10-09 01:35:48,6.1,malaysia,172.70.140.5,144.534,,
shopback.ph,2023-10-09 01:35:48,6.2,malaysia,172.70.146.5,114.365,,
shopback.ph,2023-10-09 01:35:48,7,malaysia,172.67.68.93,49.063,52.680,48.196
shopback.co.id,2023-10-09 01:35:54,2,malaysia,173.239.236.125,105.384,,
shopback.co.id,2023-10-09 01:35:54,2.1,malaysia,173.239.236.124,85.027,49.600,
shopback.co.id,2023-10-09 01:35:54,3,malaysia,185.156.45.100,53.681,,
shopback.co.id,2023-10-09 01:35:54,3.1,malaysia,185.156.45.96,51.222,,
shopback.co.id,2023-10-09 01:35:54,3.2,malaysia,185.156.45.98,149.167,,
shopback.co.id,2023-10-09 01:35:54,4,malaysia,138.199.0.223,49.732,52.327,
shopback.co.id,2023-10-09 01:35:54,4.1,malaysia,138.199.0.221,54.704,,
shopback.co.id,2023-10-09 01:35:54,5,malaysia,45.134.215.21,50.357,48.363,51.443
shopback.co.id,2023-10-09 01:35:54,6,malaysia,162.158.168.4,49.815,,
shopback.co.id,2023-10-09 01:35:54,6.1,malaysia,162.158.116.5,50.889,64.967,
shopback.co.id,2023-10-09 01:35:54,7,malaysia,104.26.14.194,47.379,46.214,45.174
shopback.com,2023-10-09 01:35:59,2,malaysia,173.239.236.124,56.709,94.214,106.934
shopback.com,2023-10-09 01:35:59,3,malaysia,185.156.45.98,104.877,,
shopback.com,2023-10-09 01:35:59,3.1,malaysia,185.156.45.96,205.653,101.736,
shopback.com,2023-10-09 01:35:59,4,malaysia,138.199.0.223,103.653,,
shopback.com,2023-10-09 01:35:59,4.1,malaysia,138.199.0.221,100.702,96.223,
shopback.com,2023-10-09 01:35:59,5,malaysia,45.134.215.21,53.617,48.832,53.693
shopback.com,2023-10-09 01:35:59,6,malaysia,162.158.116.5,54.088,,
shopback.com,2023-10-09 01:35:59,6.1,malaysia,172.70.146.5,97.295,,
shopback.com,2023-10-09 01:35:59,6.2,malaysia,172.70.140.5,103.371,,
shopback.com,2023-10-09 01:35:59,7,malaysia,104.26.15.122,202.713,201.633,106.762
shopback.co.th,2023-10-09 01:36:05,2,malaysia,173.239.236.124,47.618,111.497,
shopback.co.th,2023-10-09 01:36:05,2.1,malaysia,173.239.236.125,50.877,,
shopback.co.th,2023-10-09 01:36:05,3,malaysia,185.156.45.94,65.636,47.218,
shopback.co.th,2023-10-09 01:36:05,3.1,malaysia,185.156.45.96,142.606,,
shopback.co.th,2023-10-09 01:36:05,4,malaysia,138.199.0.223,101.259,,
shopback.co.th,2023-10-09 01:36:05,4.1,malaysia,138.199.0.221,103.036,,
shopback.co.th,2023-10-09 01:36:05,4.2,malaysia,138.199.0.223,52.676,,
shopback.co.th,2023-10-09 01:36:05,5,malaysia,45.134.215.21,126.818,124.804,101.653
shopback.co.th,2023-10-09 01:36:05,6,malaysia,162.158.168.4,104.723,,
shopback.co.th,2023-10-09 01:36:05,6.1,malaysia,162.158.116.5,91.279,,
shopback.co.th,2023-10-09 01:36:05,6.2,malaysia,162.158.160.55,111.767,,
shopback.co.th,2023-10-09 01:36:05,7,malaysia,172.67.71.47,56.322,54.296,55.571
goshopback.vn,2023-10-09 01:36:11,2,malaysia,173.239.236.125,114.736,,
goshopback.vn,2023-10-09 01:36:11,2.1,malaysia,173.239.236.124,130.800,,
goshopback.vn,2023-10-09 01:36:11,2.2,malaysia,173.239.236.125,70.414,,
goshopback.vn,2023-10-09 01:36:11,3,malaysia,185.156.45.100,182.201,44.760,
goshopback.vn,2023-10-09 01:36:11,3.1,malaysia,185.156.45.94,50.172,,
goshopback.vn,2023-10-09 01:36:11,4,malaysia,138.199.0.223,158.390,,
goshopback.vn,2023-10-09 01:36:11,4.1,malaysia,138.199.0.221,51.759,151.666,
goshopback.vn,2023-10-09 01:36:11,5,malaysia,45.134.215.21,55.161,159.262,57.830
goshopback.vn,2023-10-09 01:36:11,6,malaysia,162.158.104.5,313.631,,
goshopback.vn,2023-10-09 01:36:11,6.1,malaysia,162.158.160.55,53.948,,
goshopback.vn,2023-10-09 01:36:11,6.2,malaysia,172.70.140.5,177.993,,
goshopback.vn,2023-10-09 01:36:11,7,malaysia,172.67.71.159,50.531,128.269,53.029
taobao.com,2023-10-09 01:36:56,2,malaysia,173.239.236.124,55.364,46.008,
taobao.com,2023-10-09 01:36:56,2.1,malaysia,173.239.236.125,48.541,,
taobao.com,2023-10-09 01:36:56,3,malaysia,185.156.45.94,51.671,,
taobao.com,2023-10-09 01:36:56,3.1,malaysia,185.156.45.100,80.895,,
taobao.com,2023-10-09 01:36:56,3.2,malaysia,185.156.45.96,153.003,,
taobao.com,2023-10-09 01:36:56,5,malaysia,154.54.87.214,276.088,204.928,
taobao.com,2023-10-09 01:36:56,5.1,malaysia,154.54.87.210,244.118,,
taobao.com,2023-10-09 01:36:56,6,malaysia,154.54.72.109,217.166,,
taobao.com,2023-10-09 01:36:56,7,malaysia,154.54.58.237,218.079,,
taobao.com,2023-10-09 01:36:56,7.1,malaysia,154.54.58.233,205.421,,
taobao.com,2023-10-09 01:36:56,8,malaysia,130.117.1.117,222.320,,
taobao.com,2023-10-09 01:36:56,8.1,malaysia,130.117.0.2,256.591,,
taobao.com,2023-10-09 01:36:56,8.2,malaysia,130.117.1.117,211.660,,
taobao.com,2023-10-09 01:36:56,9,malaysia,149.14.159.114,411.299,400.476,347.785
taobao.com,2023-10-09 01:36:56,11,malaysia,202.97.12.105,398.028,,
taobao.com,2023-10-09 01:36:56,13,malaysia,36.110.245.134,317.707,,
taobao.com,2023-10-09 01:36:56,13.1,malaysia,36.110.246.50,356.663,,
taobao.com,2023-10-09 01:36:56,14,malaysia,36.110.169.218,411.084,,
taobao.com,2023-10-09 01:36:56,14.1,malaysia,36.110.251.101,420.036,,
taobao.com,2023-10-09 01:36:56,14.2,malaysia,36.110.245.77,328.627,,
taobao.com,2023-10-09 01:36:56,16,malaysia,117.49.39.169,340.180,,
taobao.com,2023-10-09 01:36:56,17,malaysia,103.52.84.249,429.274,,
aliexpress.com,2023-10-09 01:37:56,2,malaysia,173.239.236.125,96.591,,
aliexpress.com,2023-10-09 01:37:56,2.1,malaysia,173.239.236.124,49.475,,
aliexpress.com,2023-10-09 01:37:56,2.2,malaysia,173.239.236.125,45.882,,
aliexpress.com,2023-10-09 01:37:56,3,malaysia,185.156.45.98,51.225,,
aliexpress.com,2023-10-09 01:37:56,3.1,malaysia,185.156.45.100,48.814,,
aliexpress.com,2023-10-09 01:37:56,3.2,malaysia,185.156.45.96,68.633,,
aliexpress.com,2023-10-09 01:37:56,5,malaysia,47.246.116.9,68.597,,
dhgate.com,2023-10-09 01:38:36,2,malaysia,173.239.236.125,64.047,,
dhgate.com,2023-10-09 01:38:36,2.1,malaysia,173.239.236.124,50.921,,
dhgate.com,2023-10-09 01:38:36,2.2,malaysia,173.239.236.125,49.352,,
dhgate.com,2023-10-09 01:38:36,3,malaysia,185.156.45.96,61.277,,
dhgate.com,2023-10-09 01:38:36,3.1,malaysia,185.156.45.100,48.140,,
dhgate.com,2023-10-09 01:38:36,3.2,malaysia,185.156.45.98,49.427,,
dhgate.com,2023-10-09 01:38:36,4,malaysia,63.216.147.41,149.855,,
dhgate.com,2023-10-09 01:38:36,4.1,malaysia,63.218.107.129,53.531,50.301,
dhgate.com,2023-10-09 01:38:36,5,malaysia,63.216.146.206,48.801,51.529,51.595
dhgate.com,2023-10-09 01:38:36,6,malaysia,23.56.138.34,50.252,50.434,48.065
dhgate.com,2023-10-09 01:38:36,7,malaysia,23.215.54.129,203.395,204.731,189.867
dhgate.com,2023-10-09 01:38:36,8,malaysia,95.100.192.221,225.488,203.310,202.858
dhgate.com,2023-10-09 01:38:36,9,malaysia,23.210.53.35,211.971,258.139,228.467
dhgate.com,2023-10-09 01:38:36,10,malaysia,23.210.53.149,198.803,201.002,199.077
dhgate.cn,2023-10-09 01:39:39,2,malaysia,173.239.236.124,75.511,64.138,109.603
dhgate.cn,2023-10-09 01:39:39,3,malaysia,185.156.45.94,104.221,,
dhgate.cn,2023-10-09 01:39:39,3.1,malaysia,185.156.45.96,52.075,,
dhgate.cn,2023-10-09 01:39:39,3.2,malaysia,185.156.45.94,177.441,,
dhgate.cn,2023-10-09 01:39:39,4,malaysia,116.51.27.177,49.111,64.061,
dhgate.cn,2023-10-09 01:39:39,4.1,malaysia,116.51.27.121,52.380,,
dhgate.cn,2023-10-09 01:39:39,5,malaysia,129.250.2.96,55.580,,
dhgate.cn,2023-10-09 01:39:39,5.1,malaysia,129.250.2.148,50.816,,
dhgate.cn,2023-10-09 01:39:39,6,malaysia,129.250.7.67,84.387,79.361,125.571
dhgate.cn,2023-10-09 01:39:39,7,malaysia,129.250.5.39,109.477,79.378,
dhgate.cn,2023-10-09 01:39:39,7.1,malaysia,129.250.2.169,63.369,,
dhgate.cn,2023-10-09 01:39:39,8,malaysia,203.131.241.86,87.360,153.172,
dhgate.cn,2023-10-09 01:39:39,8.1,malaysia,129.250.3.48,55.006,,
dhgate.cn,2023-10-09 01:39:39,10,malaysia,223.120.3.182,259.700,,
dhgate.cn,2023-10-09 01:39:39,10.1,malaysia,223.120.3.178,274.049,,
dhgate.cn,2023-10-09 01:39:39,10.2,malaysia,129.250.5.39,117.511,,
dhgate.cn,2023-10-09 01:39:39,11,malaysia,221.183.89.174,263.420,,
dhgate.cn,2023-10-09 01:39:39,14,malaysia,221.183.37.217,279.881,,
dhgate.cn,2023-10-09 01:39:39,15,malaysia,221.183.94.38,283.844,,
dhgate.cn,2023-10-09 01:39:39,17,malaysia,219.158.3.65,254.758,,
dhgate.cn,2023-10-09 01:39:39,17.1,malaysia,221.183.37.133,285.855,,
dhgate.cn,2023-10-09 01:39:39,18,malaysia,202.96.12.90,180.452,,
ezbuy.sg,2023-10-09 01:40:36,2,malaysia,173.239.236.125,48.362,,
ezbuy.sg,2023-10-09 01:40:36,2.1,malaysia,173.239.236.124,88.024,,
ezbuy.sg,2023-10-09 01:40:36,2.2,malaysia,173.239.236.125,99.766,,
ezbuy.sg,2023-10-09 01:40:36,3,malaysia,185.156.45.98,102.110,,
ezbuy.sg,2023-10-09 01:40:36,3.1,malaysia,185.156.45.100,51.511,151.768,
ezbuy.sg,2023-10-09 01:40:36,4,malaysia,27.111.229.52,54.719,,
ezbuy.sg,2023-10-09 01:40:36,4.1,malaysia,185.229.188.166,169.425,78.573,
ezbuy.sg,2023-10-09 01:40:36,8,malaysia,9.62.121.31,185.816,,
ezbuy.sg,2023-10-09 01:40:36,8.1,malaysia,9.62.125.95,115.670,101.208,
ezbuy.sg,2023-10-09 01:40:36,9,malaysia,9.62.121.31,387.909,,
ezbuy.sg,2023-10-09 01:40:36,9.1,malaysia,9.62.125.95,142.485,,
ezbuy.sg,2023-10-09 01:40:36,9.2,malaysia,9.62.121.31,46.762,,
ezbuy.my,2023-10-09 01:41:28,2,malaysia,173.239.236.124,158.147,97.481,102.834
ezbuy.my,2023-10-09 01:41:28,3,malaysia,185.156.45.96,104.187,49.223,71.606
ezbuy.my,2023-10-09 01:41:28,4,malaysia,27.111.229.51,85.797,,
ezbuy.my,2023-10-09 01:41:28,4.1,malaysia,185.229.188.166,50.263,51.318,
ezbuy.my,2023-10-09 01:41:28,5,malaysia,27.111.229.52,51.284,88.474,
ezbuy.my,2023-10-09 01:41:28,8,malaysia,9.62.121.31,143.910,,
ezbuy.my,2023-10-09 01:41:28,9,malaysia,9.62.121.31,89.772,,
jd.com,2023-10-09 01:42:13,2,malaysia,173.239.236.125,214.794,97.765,
jd.com,2023-10-09 01:42:13,2.1,malaysia,173.239.236.124,105.130,,
jd.com,2023-10-09 01:42:13,3,malaysia,185.156.45.100,207.440,,
jd.com,2023-10-09 01:42:13,3.1,malaysia,185.156.45.98,99.757,,
jd.com,2023-10-09 01:42:13,3.2,malaysia,185.156.45.96,78.413,,
jd.com,2023-10-09 01:42:13,4,malaysia,116.51.27.177,123.765,,
jd.com,2023-10-09 01:42:13,4.1,malaysia,116.51.27.121,52.862,153.401,
jd.com,2023-10-09 01:42:13,5,malaysia,129.250.2.96,48.320,,
jd.com,2023-10-09 01:42:13,6,malaysia,129.250.2.67,138.711,,
jd.com,2023-10-09 01:42:13,7,malaysia,129.250.2.42,238.035,,
jd.com,2023-10-09 01:42:13,7.1,malaysia,129.250.7.33,240.847,,
jd.com,2023-10-09 01:42:13,7.2,malaysia,129.250.2.42,165.989,,
jd.com,2023-10-09 01:42:13,8,malaysia,129.250.3.45,182.280,,
jd.com,2023-10-09 01:42:13,8.1,malaysia,219.158.34.153,330.455,,
jd.com,2023-10-09 01:42:13,8.2,malaysia,129.250.3.45,200.413,,
jd.com,2023-10-09 01:42:13,9,malaysia,129.250.7.33,197.824,151.079,
jd.com,2023-10-09 01:42:13,10,malaysia,219.158.34.153,265.983,,
jd.com,2023-10-09 01:42:13,10.1,malaysia,129.250.8.26,264.147,,
jd.com,2023-10-09 01:42:13,11,malaysia,219.158.16.77,218.311,,
jd.com,2023-10-09 01:42:13,11.1,malaysia,202.96.12.26,214.784,,
jd.com,2023-10-09 01:42:13,11.2,malaysia,219.158.16.77,232.581,,
jd.com,2023-10-09 01:42:13,12,malaysia,221.219.202.94,260.937,,
jd.com,2023-10-09 01:42:13,13,malaysia,125.33.186.218,283.094,,
jd.com,2023-10-09 01:42:13,13.1,malaysia,202.96.12.122,225.080,262.815,
jd.com,2023-10-09 01:42:13,14,malaysia,221.219.202.42,238.082,,
xiaohongshu.com,2023-10-09 01:42:56,2,malaysia,173.239.236.125,84.999,,
xiaohongshu.com,2023-10-09 01:42:56,2.1,malaysia,173.239.236.124,47.664,,
xiaohongshu.com,2023-10-09 01:42:56,2.2,malaysia,173.239.236.125,73.660,,
xiaohongshu.com,2023-10-09 01:42:56,3,malaysia,185.156.45.96,207.516,,
xiaohongshu.com,2023-10-09 01:42:56,3.1,malaysia,185.156.45.98,213.493,,
xiaohongshu.com,2023-10-09 01:42:56,3.2,malaysia,185.156.45.96,190.670,,
